0.054	0.00005
0.052	0.00014
0.011	0.00005
0.088	0.00006
0.032	0.000175
0.138	0.00005
0.083	0.00175
0.002	0.0004
0.005	0.000075
0.001	0.000115
0.059	0.0005
0.002	0.000175
0.109	0.00062
0.04	0.004
0.124	0.000095
0.047	0.000095
0.004	0.000115
0.04	0.00033
0.024	0.000075
0.152	0.0005
0.009	0.000075
0.118	0.000075
0.025	0.00014
0.133	0.00005
0.001	0.000095
0.001	0.000115
0.002	0.000265
0.04	0.00005
0.065	0.00006
0.019	0.000175
0.003	0.00005
0.001	0.00006
0.005	0.00005
0.004	0.00005
0.325	0.000075
0.002	0.000095
0.131	0.000265
0.001	0.000095
0.02	0.000075
0.436	0.000265
0.028	0.00014
0.037	0.00005
0.221	0.00014
0.085	0.0004
0.063	0.00005
0.008	0.00005
0.001	0.00005
0.001	0.00005
0.001	0.00005
0.001	0.00005
0.078	0.00005
0.004	0.00006
0.023	0.00014
0.146	0.00006
0.007	0.000075
0.044	0.00005
0.057	0.00005
0.005	0.00005
0.006	0.00005
0.092	0.000265
0.107	0.000075
0.053	0.00005
0.38	0.00006
0.001	0.00005
0.05	0.000095
0.179	0.000075
0.103	0.00005
0.102	0.0004
0.05	0.00006
0.011	0.00005
0.005	0.00005
0.045	0.00006
0.048	0.00005
0.015	0.000075
0.106	0.00014
0.022	0.000115
0.078	0.000075
0.036	0.000115
0.001	0.00006
0.124	0.000075
0.005	0.00005
0.364	0.00005
0.042	0.000095
0.013	0.00005
0.009	0.00005
0.175	0.000115
0.005	0.000095
0.062	0.00005
0.12	0.00005
0.001	0.00005
0.531	0.000215
0.01	0.00006
0.02	0.00005
0.045	0.00006
0.077	0.000095
0.073	0.000115
0.054	0.00005
0.028	0.000075
0.005	0.000115
0.017	0.00014
0.119	0.00005
0.018	0.00005
0.039	0.00005
0.015	0.00005
0.01	0.00005
0.253	0.000075
0.12	0.00006
0.085	0.00005
0.016	0.000115
0.045	0.000075
0.026	0.00005
0.072	0.000095
0.064	0.0005
0.036	0.000075
0.06	0.00005
0.011	0.000075
0.008	0.00005
0.002	0.000075
0.001	0.00006
0.016	0.00005
0.002	0.000265
0.005	0.00014
0.062	0.000075
0.002	0.00005
0.086	0.00005
0.014	0.000095
0.05	0.00005
0.027	0.00005
0.046	0.00006
0.058	0.00005
0.001	0.00005
0.001	0.00005
0.029	0.00005
0.001	0.00005
0.01	0.00005
0.199	0.000075
0.006	0.000095
0.102	0.000095
0.013	0.000265
0.031	0.000075
0.044	0.00006
0.138	0.00075
0.161	0.00005
0.051	0.00005
0.09	0.00062
0.005	0.000115
0.039	0.00005
0.002	0.00005
0.001	0.00005
0.104	0.00005
0.038	0.00006
0.355	0.00005
0.015	0.0005
0.034	0.00014
0.034	0.00062
0.00175	0.000265
0.044	0.000075
0.028	0.00033
0.034	0.000075
0.0014	0.0014
0.00033	0.000095
0.0005	0.000095
0.02499	0.00062
0.00603	0.000075
0.004	0.00005
0.002125	0.000075
0.000175	0.000095
0.004	0.00075
0.03303	0.00095
0.028	0.00005
0.02403	0.000115
0.05643	0.00005
0.074	0.000115
0.00363	0.00005
0.006	0.000115
0.04	0.00014
0.002	0.0005
0.01803	0.000095
0.009	0.000265
0.008	0.00014
0.002	0.000115
0.01318	0.00175
0.0014	0.00005
0.0004	0.000095
0.00115	0.000075
0.004	0.000175
0.008	0.0004
0.00175	0.00062
0.0014	0.00005
0.032	0.000095
0.0014	0.00005
0.02903	0.004
0.02	0.00005
0.008	0.000075
0.00115	0.00215
0.00095	0.000095
0.00075	0.00005
0.000095	0.00005
0.001055	0.00005
0.042	0.0045
0.047	0.00005
0.046	0.00005
0.05778	0.00005
0.451755	0.00005
0.056	0.000075
0.00095	0.000095
0.09	0.000175
0.03306	0.000075
0.0014	0.000175
0.0018	0.00005
0.01	0.00075
0.043	0.00005
0.196	0.000075
0.501	0.000215
0.018	0.000075
0.19709	0.00005
0.49703	0.00005
0.10478	0.00005
0.02243	0.000115
0.12703	0.000265
0.035	0.00075
0.043	0.000095
0.005	0.000115
0.014	0.00014
0.01378	0.008
0.035	0.000075
0.002	0.00062
0.135	0.000075
0.019	0.0005
0.012	0.00014
0.013	0.00014
0.014	0.000215
0.0014	0.00095
0.028	0.00014
0.0014	0.000075
0.013	0.000075
0.007	0.008
0.016	0.000175
0.019	0.000175
0.04	0.000115
0.038	0.000265
0.007	0.00005
0.004	0.00062
0.011	0.000265
0.002	0.0004
0.028	0.000075
0.005	0.000075
0.08103	0.00033
0.132	0.00075
0.01318	0.00005
0.0025	0.000095
0.019	0.000075
0.234	0.00014
0.066	0.000075
0.005	0.00115
0.048	0.000115
0.062	0.000095
0.097	0.000115
0.026	0.00005
0.088	0.000075
0.007	0.00014
0.004	0.000175
0.006	0.000215
0.004	0.00005
0.002	0.000265
0.00403	0.000095
0.015	0.00005
0.079	0.000095
0.002	0.000115
0.005	0.00215
0.005	0.000115
0.007	0.000265
0.103	0.00005
0.013	0.000175
0.00115	0.000115
0.0025	0.000215
0.038	0.00033
0.016	0.00005
0.012	0.000095
0.00253	0.00005
0.00478	0.000095
0.00095	0.00005
0.00506	0.00005
0.143	0.00115
0.133	0.000095
0.007	0.000095
0.051	0.000095
0.084	0.000115
0.027	0.000175
0.004	0.000215
0.02	0.000265
0.03	0.00062
0.013	0.000095
0.007	0.0004
0.019	0.00005
0.018	0.0004
0.00075	0.00006
0.003	0.000095
0.012	0.000215
0.00215	0.000265
0.029	0.000215
0.02	0.000095
0.026	0.000075
0.00115	0.000115
0.019	0.000175
0.07	0.00175
0.013	0.00215
0.007	0.00075
0.002	0.00215
0.011	0.00005
0.21703	0.000095
0.162	0.0005
0.011	0.00005
0.024	0.000095
0.035	0.000095
0.004	0.00014
0.015	0.00014
0.037	0.000095
0.016	0.00075
0.099	0.000095
0.004	0.000115
0.008	0.00014
0.006	0.00062
0.047	0.000075
0.011	0.00062
0.01903	0.0004
0.026	0.00006
0.0055	0.00005
0.06803	0.00006
0.009	0.000215
0.006	0.00005
0.054	0.000075
0.04	0.000095
0.011	0.000265
0.00603	0.00014
0.004	0.0005
0.003	0.004
0.0006	0.000215
0.011	0.00006
0.0014	0.000175
0.003	0.000095
0.00953	0.00005
0.0035	0.00006
0.0005	0.000095
0.005	0.0005
0.02213	0.00095
0.029	0.00095
0.0003	0.00005
0.0002	0.00115
0.109	0.00033
0.012	0.00005
0.02059	0.000075
0.0006	0.00265
0.004	0.00095
0.021	0.000265
0.023	0.00265
0.053	0.0005
0.056	0.000215
0.025	0.000075
0.053	0.000215
0.035	0.00075
0.017	0.00175
0.169	0.00115
0.045	0.0004
0.037	0.000095
0.008	0.000265
0.044	0.00095
0.00265	0.00033
0.00065	0.000215
0.014	0.00062
0.029	0.00115
0.0033	0.00005
0.035	0.00006
0.00115	0.000095
0.0005	0.000095
0.00215	0.00005
0.026	0.0005
0.043	0.000095
0.187	0.00095
0.386	0.00005
0.05	0.0005
0.09	0.0014
0.2	0.000095
0.00075	0.000075
0.063	0.00005
0.00095	0.00006
0.101	0.0004
0.224	0.00014
0.00175	0.000115
0.00265	0.00014
0.006	0.000095
0.00175	0.000265
0.125	0.00033
0.009	0.00115
0.016	0.000215
0.043	0.00005
0.072	0.00005
0.047	0.00005
0.024	0.000075
0.004	0.00005
0.053	0.000075
0.00095	0.000265
0.002	0.0005
0.005	0.00095
0.005	0.00005
0.065	0.00062
0.06	0.00005
0.004	0.000115
0.008	0.000175
0.0035	0.00005
0.0033	0.000075
0.152	0.00014
0.163	0.00005
0.539	0.0004
0.158	0.000075
0.00175	0.000095
0.321	0.000215
0.013	0.000215
0.095	0.000115
0.00215	0.000075
0.623	0.00095
0.075	0.00095
0.182	0.00175
0.027	0.000075
0.075	0.00005
0.065	0.000215
0.005	0.00005
0.005	0.000175
0.152	0.00005
0.385	0.000175
0.004	0.000075
0.503	0.000095
0.061	0.00014
0.016	0.00005
0.149	0.00006
0.37	0.00005
0.883	0.000095
1.06	0.000115
0.005	0.00005
0.01	0.00005
0.273	0.00006
0.654	0.00075
0.045	0.00005
0.005	0.00005
0.182	0.00014
0.007	0.00005
0.057	0.000095
0.126	0.00175
0.479	0.000075
2.26	0.00005
0.0033	0.00005
0.467	0.00005
0.747	0.000215
0.00095	0.00014
0.048	0.00006
1.626	0.000075
0.054	0.000115
0.071	0.00005
0.14	0.00075
0.235	0.00005
0.374	0.000095
0.228	0.00005
0.019	0.00005
0.215	0.000095
0.07	0.000115
0.38	0.000075
0.501	0.00005
0.035	0.000175
0.04	0.00014
0.086	0.00005
0.446	0.00006
0.02	0.00005
0.163	0.00005
0.026	0.000075
1.145	0.00005
0.644	0.000075
0.191	0.00005
0.349	0.00005
0.0035	0.000095
0.308	0.00006
0.12	0.000075
0.0033	0.00014
0.00215	0.00005
0.017	0.00005
0.0025	0.00005
0.038	0.000075
0.00075	0.000075
0.45	0.000075
0.021	0.000095
0.0055	0.00005
0.841	0.00005
0.0005	0.000075
0.006	0.000075
0.264	0.00006
0.283	0.00005
0.681	0.00005
0.02	0.000075
0.011	0.000095
0.046	0.00075
0.005	0.00075
0.278	0.00006
0.04	0.00005
0.109	0.000075
0.004	0.00006
0.044	0.000265
0.241	0.000175
0.03	0.00005
0.21	0.00005
0.369	0.00006
0.462	0.000095
0.692	0.000075
0.203	0.00014
0.285	0.000095
0.083	0.0005
0.006	0.000095
1.142	0.000115
0.62	0.000095
0.0055	0.000075
0.016	0.000115
0.047	0.00005
0.00265	0.000075
0.287	0.000095
0.226	0.00005
0.038	0.0005
0.208	0.00062
0.209	0.000075
0.147	0.000215
0.021	0.00014
0.033	0.000175
0.188	0.000115
0.148	0.00075
0.065	0.000115
0.004	0.0004
0.236	0.0004
0.027	0.00014
0.034	0.00175
0.114	0.000095
0.108	0.00005
0.012	0.00075
0.886	0.007
0.00265	0.00095
0.545	0.00075
0.358	0.00005
0.00215	0.000115
0.012	0.00005
0.043	0.00075
0.025	0.000075
0.086	0.0014
0.021	0.00014
0.006	0.000115
0.007	0.00033
0.0014	0.00006
0.056	0.000115
0.124	0.0004
0.009	0.00005
0.0045	0.00075
0.077	0.00265
0.016	0.00005
0.026	0.000265
0.094	0.000075
0.00215	0.00175
0.036	0.00005
0.128	0.00014
0.043	0.000095
0.027	0.00005
0.178	0.00005
0.046	0.000075
0.282	0.000095
0.0009	0.00005
0.000215	0.00075
0.013	0.00005
0.128	0.00014
0.109	0.000075
0.034	0.00075
0.013	0.00005
0.016	0.000265
0.073	0.000075
0.052	0.000115
0.02	0.00215
0.005	0.0005
0.063	
